row_index,id,churn_probability
28442,45985,0
10636,62042,0
43946,41940,0
30045,3493,0
14237,64810,0
51049,68395,0
49254,13747,0
29931,28341,0
45596,43237,0
19609,23155,0
21363,65069,0
31814,28892,0
578,53421,0
43280,13175,0
20574,11129,0
13912,61775,1
53278,67737,0
31161,22401,0
14753,15542,0
37627,30530,0
45011,25625,0
55951,47278,0
23602,39149,0
9568,68238,1
292,57491,0
13197,23384,0
43681,89,0
4229,12811,1
37519,8842,0
16248,45994,0
828,16068,0
6927,8482,0
251,40455,0
54191,41882,0
28097,14876,0
20050,41358,0
22517,11676,0
30631,37011,0
13256,2262,0
18622,49059,0
14311,3260,0
38307,58760,0
22256,48299,0
29413,42274,0
39737,28932,0
20413,13085,0
32098,9198,0
26377,68184,0
15815,13668,0
24235,43227,1
45173,40279,0
47321,30695,0
776,17318,1
4269,52261,0
35881,19254,0
44202,62514,0
40755,36249,0
54829,47191,0
4212,49610,0
42848,48294,0
23893,63623,0
20349,15219,0
23200,41520,0
53874,39367,0
36858,34608,0
16399,59467,0
48732,55174,0
35882,6981,0
45819,62553,0
24332,39008,0
51320,8081,0
47301,67266,0
34373,6859,0
20179,60870,0
1866,46563,0
54122,68759,0
19271,63418,1
31158,22499,0
8665,51444,0
38966,53586,0
42073,8594,0
44806,29507,1
19848,272,0
12407,17431,0
43165,42376,0
27918,13407,1
38453,47994,0
45696,49639,0
12859,39854,0
54477,24880,0
29314,8423,0
51321,15504,1
35346,45116,1
14061,57397,0
2331,6796,0
9541,63355,0
29293,67099,0
10927,9130,0
21484,66753,0
48704,57994,0
32631,62579,0
47474,32653,0
16974,6574,0
1477,41414,0
3263,61544,0
55437,67236,0
36259,19665,1
27988,66421,0
39084,50780,0
38478,9095,0
30946,40049,0
14894,66740,0
2969,16319,0
26300,57243,0
26704,1472,0
40557,60145,0
39337,1534,0
9790,66156,0
34340,21729,0
9519,64875,0
10012,62821,0
21201,41287,0
32754,55777,0
7133,27578,1
43022,38421,0
41592,25690,0
8874,51590,1
6175,56617,0
38817,63266,0
37423,49297,0
7785,42517,0
51285,2510,0
1608,69818,0
586,34041,0
4219,471,0
52239,52254,0
50063,45736,0
4465,24669,1
45387,3146,0
17960,15840,0
28455,27862,0
26087,52095,0
29591,11055,0
38323,22259,0
51165,45072,1
10877,60533,0
5090,10993,0
19315,66418,0
54172,50401,0
49725,18633,0
8466,64194,0
29525,30697,0
14229,49083,0
30732,14036,0
28076,15614,0
35101,52105,0
12955,7019,0
12597,66571,0
1138,27423,0
25132,59226,0
29791,59566,0
42028,67717,0
34264,54191,0
35599,3250,0
36831,12055,0
22657,63424,0
28485,32530,0
35508,29758,0
9851,58546,0
31613,30445,0
9621,17833,0
47179,54759,0
27254,51142,0
17419,2014,0
47990,29159,0
15418,57486,1
23214,23625,0
50386,25807,0
54265,18475,0
55086,33606,0
34083,30021,1
52927,57204,0
48498,26782,0
16174,50934,0
22858,10808,1
11841,69683,0
13983,59586,0
11647,61347,0
55300,53172,0
47603,2427,0
6921,50133,1
49350,47193,0
11665,55012,0
1414,52646,0
44249,5635,0
26477,30132,1
40062,13015,0
24757,65736,1
6196,10397,1
10074,26972,0
6348,8385,0
38766,57636,0
44061,46572,1
9988,57421,0
45502,50539,0
51591,17028,0
1491,49667,1
50476,59706,0
12946,67753,0
12495,2574,0
19772,50797,0
43549,60630,0
54279,52349,0
46807,64014,0
5348,25943,0
49442,41311,0
45767,16870,0
42157,302,0
19370,34687,0
28297,58214,0
5751,23774,0
914,20005,0
30389,26736,0
54129,44052,1
49108,1191,0
23837,42227,0
20063,61835,0
29253,45647,0
52523,59690,0
30887,42108,0
17020,20053,0
23978,63407,0
22038,11655,0
48214,17554,0
19042,64009,0
7416,13527,0
50501,66152,1
18714,32181,0
49488,38868,0
43350,27549,0
37478,39115,0
2965,37744,0
4040,17688,0
42655,3478,0
25861,23675,0
6418,49435,0
44450,63637,0
36968,1235,0
50938,54173,0
47123,45639,0
32507,50662,0
1253,56273,0
7598,24445,0
40523,67838,0
8481,16905,0
12123,19420,0
44502,58858,0
43570,61516,0
23151,25269,0
32100,20174,0
1842,34556,0
52271,68219,0
8886,5686,0
38167,69158,0
8074,21235,0
12037,39827,0
51446,48649,0
55376,66706,0
48268,31353,0
33970,49319,0
29223,69227,0
6478,52336,0
4157,4836,0
6808,7781,0
40878,1090,0
38408,34706,0
9485,34272,0
31041,62941,0
7497,17507,0
34676,26247,1
23475,54169,0
17124,29020,0
273,66520,0
19232,35257,0
10674,42952,1
55808,12039,0
54740,62570,0
47631,1578,0
4884,65398,0
48384,34429,0
53492,19957,0
25181,31901,0
46752,689,1
7932,20776,0
53073,16740,0
36195,12666,0
1584,19743,1
5687,61114,0
936,1491,1
32417,69361,1
22022,22541,0
9232,8034,0
54017,57970,0
45804,45210,0
18380,13074,0
47423,33924,0
26615,39752,0
20705,31893,0
17233,42695,0
53985,56532,0
27849,65769,0
14848,54656,0
51778,8574,0
29716,47509,0
37659,36430,0
22545,29306,0
10317,16643,1
5763,52396,0
3698,20681,0
38172,55623,0
33034,4696,0
19826,11340,0
4488,10837,0
16522,47844,0
971,48229,0
7646,44972,0
9763,53615,0
33494,37570,1
20726,4243,0
44532,6307,0
6945,57831,1
32074,57036,0
13988,12381,0
54666,423,1
51676,24222,0
7744,38356,1
12440,63177,0
19463,17367,0
47465,11102,0
54040,28436,0
52708,36263,0
8899,497,0
47690,64993,1
4609,23857,0
462,35130,0
49382,10854,0
19498,7785,0
20879,40900,1
48892,1421,0
49994,11038,0
7845,62818,1
48557,48619,0
32146,64371,0
28515,19414,0
19358,17834,0
42205,28029,0
22774,36866,1
29457,17739,0
46593,66640,0
2982,42489,0
35444,31600,0
11088,28908,0
26491,5631,0
7511,69428,0
17681,62188,0
6651,56203,0
49579,64466,0
32189,42589,0
13505,58390,0
12103,42130,0
38111,1761,0
52820,31890,0
4374,41237,0
35486,39042,1
52956,58213,0
18432,68998,0
18923,37717,0
1967,35625,1
9806,41020,0
33745,32467,0
32358,36312,1
31505,46174,0
40800,6525,0
9022,68803,0
19461,43129,0
55867,59545,0
51236,13561,0
47491,34762,0
47187,44401,0
5610,51802,0
3073,26918,0
52517,37093,0
46426,57442,0
28596,27537,0
54492,59766,0
1388,49109,0
19490,5350,0
28600,37358,0
11069,47974,0
38469,69723,0
17133,47579,0
42308,3551,0
3265,68990,0
25228,63921,1
39334,1664,0
8178,20751,0
40833,17616,0
51564,5053,0
6108,6883,0
11077,28764,1
2298,7739,0
50942,9013,0
17832,19872,0
18707,34337,0
16987,28828,0
4046,21230,0
39400,38961,0
26895,44971,0
11047,31406,0
20194,56218,0
39101,15760,0
11200,51964,1
25756,15166,0
29554,45753,0
32597,40286,0
2322,29698,0
19287,23237,0
30231,40591,0
49530,11681,0
45209,19549,0
29998,46494,0
46259,22836,1
7306,27782,1
53481,45716,0
55575,51273,0
39271,30810,0
40808,61055,0
8363,5940,0
36676,22601,0
26699,3544,1
44351,41422,0
55180,67690,0
13702,15411,0
6821,27972,0
8440,57598,0
32751,29999,0
52350,42125,0
27395,55909,0
39783,25117,0
11863,52112,0
42728,4626,0
9793,68980,0
54751,56005,0
28932,54296,0
16425,1750,0
34955,63321,0
30769,69199,0
12033,52681,0
50090,62345,0
21044,20942,0
34047,24414,1
4800,53487,0
34487,54631,0
19633,15596,0
13151,19915,1
12613,27057,1
13717,824,0
39834,1884,0
12909,290,0
26225,59986,0
16476,10877,0
44403,48492,0
51767,4247,0
6165,25754,0
15714,5134,0
8477,20176,0
51543,45733,0
35819,29674,0
52804,30970,0
18419,29719,1
25952,21171,1
28655,13975,0
10459,24551,0
43100,38937,0
15364,53105,0
41956,64286,0
48348,37239,0
46120,5731,1
45341,69746,0
26303,33660,0
42031,41374,0
27826,55067,0
28337,23104,0
35090,28424,0
43684,41411,0
26369,17557,0
34287,58731,0
54722,55426,0
24169,39045,0
39204,17047,0
54659,43152,0
36917,5038,0
52263,31967,0
29339,38272,0
22035,42705,0
52747,23514,0
5627,23102,0
9023,40971,1
31157,11418,0
2579,30151,0
35852,18978,0
21342,48188,0
52376,48165,0
37759,27883,0
31287,51449,1
15914,59834,1
51711,56101,0
17724,2758,0
21317,6446,0
20060,69662,0
13949,50548,0
9478,32013,0
38160,22159,0
26494,60109,0
19090,39456,0
36232,35568,0
53167,18809,0
28838,48576,0
47738,7308,0
33373,7428,0
36836,39296,0
52396,61874,0
54053,9260,0
697,20275,0
36101,27425,1
41518,40723,1
51748,58775,0
38656,42726,0
16540,26197,1
24407,29696,0
31347,60156,0
32474,36446,0
6111,32744,0
42198,37060,0
32775,18104,0
35352,25652,0
52040,7373,0
53218,12455,0
23815,3088,0
17807,34312,0
43776,13092,0
53622,2108,0
28175,41903,0
21504,22226,0
38821,12428,0
23498,12366,0
29839,53351,0
34805,25832,0
13774,49312,0
40500,26217,0
28856,37162,0
49372,21556,0
5692,42870,0
23571,8093,0
27517,14130,0
26391,13237,1
17005,16953,0
22916,34072,0
42593,21467,0
13399,31841,0
50040,27030,0
42221,9438,0
33464,29172,0
7250,3154,0
29248,39820,0
22342,69271,1
12267,62988,0
54506,51215,1
7209,14395,1
15074,3629,0
1246,67558,0
45721,4627,0
5718,45508,0
43725,68617,0
8893,64917,0
19293,27508,1
23686,52893,0
52661,15696,0
19421,36231,0
49710,11944,0
36190,1937,0
3789,61947,0
3840,45854,0
40208,20363,1
14835,43377,0
4894,19731,0
35975,3934,0
2493,8668,0
36105,544,0
52873,36189,0
30867,56249,0
18081,51103,0
37149,37256,0
15121,45711,0
43262,28733,0
26024,25699,0
50860,68730,0
26387,25618,0
44290,18937,0
30790,10082,0
35478,16268,0
9351,65757,0
26522,39605,0
49044,13884,0
32300,61996,0
6623,5603,0
13897,63593,1
19434,36524,0
17466,60456,0
2399,42948,0
49761,25143,0
24896,40644,0
38114,59168,0
43970,62490,0
28721,22612,0
2515,34827,0
28093,63683,0
45184,16310,0
54182,55405,0
22968,12358,0
6413,29774,0
18301,2360,0
38872,28532,0
32713,29940,0
51143,64628,0
46166,3842,0
30347,11886,0
32372,66114,0
3418,49510,0
54036,53791,0
39537,8876,0
16849,9315,0
33019,35358,0
54929,19876,1
13464,43154,0
2522,32041,0
21981,12952,0
11165,2612,0
41100,30012,0
50483,18338,0
10817,52151,0
44975,33638,0
20550,13305,0
20815,41833,0
49628,44503,0
1566,43491,0
34193,67121,0
34059,54951,0
53001,34259,0
19898,35596,0
22425,47521,0
23046,68377,0
25222,58140,0
26786,50279,1
21126,8538,0
41751,45129,1
30228,41521,0
10199,18916,0
36096,19929,1
28156,45567,0
55658,46350,0
37767,12823,0
5946,67485,0
10656,58951,0
3272,60122,0
17876,14544,0
53977,45191,1
25944,758,0
37716,43011,0
31103,42185,0
20825,43836,0
8786,6605,0
31492,19766,1
8913,43674,0
26814,58655,0
43569,34850,0
50992,69392,0
40282,6264,0
45432,15302,1
43704,65294,0
18068,32214,0
36172,22586,0
16311,46383,0
36242,25412,0
46042,43811,0
45244,38856,0
3955,26854,0
46412,68475,0
28644,58524,0
44680,9081,0
41140,26348,1
51268,31389,0
31603,40,0
22910,28835,0
9679,1247,0
43339,58387,0
42812,45812,0
45288,23692,0
53973,29443,0
21152,41118,0
44562,1167,0
28028,30525,0
55476,47444,0
23372,12716,0
24606,45423,0
14902,27666,0
1182,22891,0
49895,52251,0
10239,46464,0
18124,40509,0
16521,67840,0
19685,27231,0
44655,36757,1
38391,34238,1
2949,56677,0
6913,21219,1
4039,60554,0
12038,68585,0
35875,38333,0
44344,56173,0
18092,8535,0
13687,67360,0
45114,42811,0
5989,47349,0
800,65345,1
25422,17992,0
29891,69447,0
44735,30948,0
17023,1743,0
47325,1208,0
54434,67566,1
18858,62912,0
1281,7584,0
41951,44851,0
18536,5195,0
36319,52190,0
25400,64969,0
45192,40467,0
6,11076,0
15267,10145,0
18902,27922,0
24878,20291,0
23348,8882,0
7528,58621,0
43591,17601,0
33027,23407,0
33353,14066,0
11582,18820,0
17891,47244,0
31518,54690,0
31386,24258,0
25273,3919,0
39154,47568,0
30530,21446,0
8909,33564,1
18439,49141,0
41099,69752,0
47100,34054,0
31084,24158,0
20233,9023,0
6340,3639,0
28631,22513,1
52471,31646,0
28385,25835,0
45338,51826,1
30229,32595,1
34798,22570,0
19527,1151,0
659,15816,0
30091,17675,1
30277,2494,0
2710,58482,0
2296,7044,0
20109,16112,0
4672,20541,0
43955,40616,0
8703,22989,1
41195,7674,0
50730,55160,0
49817,68775,0
40341,40680,0
54349,27323,0
43760,63798,0
31120,63913,0
32757,18746,0
6936,53270,1
52912,63783,0
54852,28163,0
48955,45697,0
3804,132,0
46453,33991,0
7474,54052,0
15766,29955,0
43862,28098,0
41880,64742,0
8470,62465,1
34303,66895,0
3156,43799,0
17737,48347,0
3834,55260,0
43181,58415,0
24316,23759,0
24613,67924,0
20847,46971,0
40683,56260,0
17121,56892,0
35072,6165,0
25542,18792,1
42912,22971,1
3142,7443,0
11256,32895,0
38386,23057,0
53122,35827,0
37972,14960,0
11247,20976,0
26458,200,0
3940,41095,0
2098,3162,0
48063,25527,0
25667,49309,1
12610,42672,0
4772,53181,0
55758,31753,0
43958,66973,0
44090,59524,1
28275,46535,0
23647,8796,0
42174,69955,0
11988,40692,0
998,31571,0
18086,37015,0
41815,45513,0
25264,68405,1
49505,46023,0
47528,7278,0
10574,58560,0
24699,11044,0
6481,23444,1
25922,53389,0
14791,40065,0
32198,56982,0
2608,44172,0
1856,37447,0
9992,3847,0
42388,47277,0
30528,859,0
39841,6124,0
23480,63446,0
17004,49451,0
17967,11292,0
23850,14475,1
8085,20873,0
14966,64340,0
46936,9093,0
24164,2824,0
49782,25696,0
40987,58563,0
9167,46769,0
22265,34057,1
35156,36491,0
19592,18127,0
47794,65521,0
23779,48963,0
53195,29509,0
33007,18455,1
53003,25458,0
8357,2710,0
5729,32693,0
32601,4552,0
39155,24268,0
6429,40099,0
48843,23996,0
19055,65255,0
2008,11312,0
41970,25785,0
54372,2794,0
4464,67371,0
12331,49338,1
35147,15573,0
13461,55413,0
37515,22448,1
52583,36114,0
20629,68432,1
36202,56329,0
5966,47627,0
55171,43194,0
4836,14995,0
11028,18097,0
45746,53435,0
3168,18396,0
25977,30466,1
35703,9308,0
28115,12590,0
49717,25991,0
50068,18322,0
40103,1186,0
29117,10849,0
5582,4155,0
26254,10087,0
5683,57225,0
396,48413,0
1583,4855,1
18600,66260,0
21203,3507,0
43008,43483,1
8257,39235,0
35564,21844,0
49793,53214,1
2907,33058,0
55975,27069,0
26889,27449,0
3735,26484,0
3104,5592,0
20986,11147,0
11902,16239,0
25375,40662,0
32052,10662,0
27368,40547,0
46205,59765,0
29499,36361,0
27934,58124,0
15004,18614,0
23149,25145,1
26357,31111,0
50190,6253,0
15110,42470,0
14603,7154,0
46065,31329,0
21222,60180,0
16854,43622,1
20275,54243,1
36500,4713,0
27651,7423,0
28367,23821,1
39858,25586,0
21671,12066,0
9128,48383,0
54325,52553,0
5637,6875,0
54846,56654,0
40121,15744,0
36773,14785,0
14651,68416,0
43176,2627,0
8564,39563,0
13459,57384,0
13871,14509,0
6049,38814,0
51191,940,0
7964,17900,1
24738,24591,0
11100,12228,0
30004,21240,0
2726,12963,0
15970,20035,0
43452,22268,0
9480,69896,0
53901,61034,0
8961,21823,0
19117,57313,0
27550,18949,0
53429,36404,0
37318,5647,1
41647,22613,0
45003,63173,0
51836,30813,0
22790,65296,0
44893,34011,0
27346,28820,0
48311,67926,1
36890,35913,0
45647,61497,0
46394,51127,0
34277,35942,0
38345,18842,0
16152,39635,0
8908,13616,0
13420,27259,0
16297,40720,0
24983,52965,0
28318,36228,0
7753,27681,0
19382,14599,0
52508,11592,0
41230,27952,0
30594,43722,0
11917,2847,0
43990,34987,1
25809,63456,0
52569,65797,0
42120,38635,1
30227,28298,0
10506,66276,0
36376,6582,0
21374,42588,0
2630,60530,0
7339,39657,0
39735,43926,0
20821,46059,0
21963,16757,0
16890,24398,0
31393,25910,0
44074,65900,0
27319,1585,0
40196,8234,0
34,48210,0
34908,1733,0
47188,68470,1
36078,29150,0
49227,9536,0
30700,60622,0
11948,44197,0
12532,52471,0
3085,40929,0
30693,39214,1
42164,43578,0
9025,16766,0
2210,3703,0
29067,50031,0
5676,50691,0
15075,46021,0
53790,50680,0
13752,26718,0
13168,51980,0
22630,34332,0
890,31252,0
39989,64353,0
20062,42344,0
44315,38152,0
47912,39527,0
1655,59527,0
18783,59068,0
708,18209,0
46767,45021,0
19962,34345,0
33812,58566,0
10948,31452,0
44567,3187,0
7478,65386,0
19756,15461,1
53962,17351,0
39254,41656,0
43724,50300,0
29156,61769,0
3335,37741,0
25959,11428,0
52026,67269,0
24847,13765,0
2247,52093,0
6653,45403,0
22581,13512,0
33162,69626,0
55974,51756,0
23719,59272,0
15125,23906,0
38594,66945,0
14290,67872,0
22400,39511,0
2449,67389,0
40457,8320,0
55687,63198,0
3928,51683,1
54678,6421,0
40450,31302,0
4095,17800,0
20784,27252,0
41145,46154,0
12372,2997,0
40322,69696,0
26852,12131,0
38866,62440,0
19384,23008,0
23573,50615,0
29051,42566,0
54546,590,1
32693,4881,0
22624,65217,0
49993,23640,0
4264,53205,0
26354,17191,0
24029,48710,0
40882,16428,1
28563,16269,0
3095,45646,1
15703,57293,0
18573,10189,0
50582,63187,0
18172,54578,0
26410,61875,0
46019,28,0
20433,9642,0
24293,57490,0
11757,57851,0
22607,62455,1
40126,1117,0
52093,24375,0
43993,2402,0
40605,39200,0
31951,23712,0
20949,60324,0
42974,46074,0
28846,50227,0
40426,58934,0
27006,63229,0
31425,33825,0
9040,6108,0
30200,3760,0
27831,10114,1
49718,59283,0
46861,27401,0
28153,48238,0
47506,28485,1
15665,40941,0
39079,35195,0
29682,54172,0
51998,47897,0
38584,67112,0
31427,21882,0
2528,22518,0
3638,37206,0
41465,51434,0
38971,56247,0
18236,35848,0
36508,62840,0
43765,20491,0
55621,60743,0
15382,31867,0
17291,46401,0
15998,64117,0
17557,15708,0
50982,62625,1
45920,101,0
32629,4852,0
34842,35548,0
15157,48987,0
51719,36419,1
16113,33080,0
27795,4455,0
7703,36087,0
7613,59779,0
31477,29576,0
51390,29928,0
14524,13333,0
30675,28006,0
40442,38985,0
52295,15509,0
46327,51343,0
20395,67982,0
4863,22528,0
10113,49022,0
10063,20436,0
40063,48601,0
45530,29115,1
38899,47434,0
49550,41759,0
1402,20804,0
25623,38258,0
17516,68737,1
4031,30319,0
34762,57289,0
31782,6837,1
45691,27634,0
33526,60514,0
38254,11706,0
14888,35999,0
27047,58055,1
36956,49270,0
285,42401,0
7781,21768,0
30126,55646,1
24447,6149,0
7401,53284,0
18641,28136,0
33795,12632,0
3425,26545,0
13352,20468,0
18247,783,0
38592,52801,0
45431,25758,0
1372,34036,0
21235,47768,0
27024,21269,0
30318,21293,0
39757,20937,0
52863,2988,0
476,8709,1
38499,10266,0
39857,9800,1
41904,28033,0
33874,35052,0
44884,66946,1
22883,11716,0
3419,48306,1
33898,44334,1
35675,45490,0
38713,44970,0
50161,44578,0
32319,64517,0
35138,17824,0
52308,60795,0
50867,31374,0
39414,56450,1
36057,55884,0
16166,31944,0
31986,40363,0
22160,22161,0
47686,68748,0
40169,4699,0
33594,11973,0
36264,20527,0
35237,7366,0
12266,57245,0
17128,16613,1
33640,25908,0
18417,5535,0
16954,68764,0
3189,27075,0
43033,5851,0
7168,65838,1
36926,34972,0
25814,14228,0
14871,13909,0
28709,61124,0
38133,37997,0
26133,54507,0
2593,31591,0
1486,43116,0
19031,52674,0
1314,3882,0
39674,51170,0
44670,13690,0
16765,25680,0
35873,37018,0
16880,2836,0
21239,36397,0
40607,28191,0
18590,9060,0
48839,21986,0
16424,23946,0
38909,37161,0
54302,36525,0
53393,23357,0
46004,53618,0
14293,66549,0
31837,6597,0
25284,41716,0
9226,35493,1
45830,24076,0
54657,48070,0
1696,6974,0
50450,35595,1
773,33767,0
9093,2657,0
50535,65551,0
26435,12271,0
26524,6424,0
16897,13759,0
7683,50687,0
35878,35943,0
24140,1312,0
31917,35226,0
4251,45447,0
18359,42221,0
55045,6586,0
842,36662,0
19013,25654,0
45856,59201,0
51900,13486,0
35951,11760,0
12544,62282,0
39375,41309,0
51131,58958,0
36418,4141,0
31484,62986,0
9758,32332,0
1090,6000,0
51345,60359,0
48499,58564,0
38146,4819,0
19303,13620,0
18341,67641,1
29358,33840,0
48683,19936,1
23818,20113,0
52802,20133,0
43155,47560,0
1169,46345,0
11762,54067,0
47046,61591,0
28352,51382,0
1483,27104,0
12915,37457,0
3248,43691,0
51669,60358,0
7414,25818,0
34399,33164,0
33157,29882,0
36851,69498,0
42984,4000,0
48786,13907,0
31370,31117,0
18647,16514,0
55922,41554,0
