feature,missing_pct_dev,non_missing_pct_dev,feature_family
std_og_mou_change_7_to_8,6.889408739441776,93.11059126055822,Voice / Call Behavior
std_og_mou_pct_change_7_to_8,36.03992928445151,63.96007071554849,Voice / Call Behavior
isd_og_mou_avg_6_8,1.1071626279040698,98.89283737209593,Voice / Call Behavior
isd_og_mou_min_6_8,1.1071626279040698,98.89283737209593,Voice / Call Behavior
isd_og_mou_max_6_8,1.1071626279040698,98.89283737209593,Voice / Call Behavior
isd_og_mou_std_6_8,1.1071626279040698,98.89283737209593,Voice / Call Behavior
isd_og_mou_change_6_to_8,8.084072929873749,91.91592707012626,Voice / Call Behavior
isd_og_mou_pct_change_6_to_8,95.48563367202986,4.514366327970137,Voice / Call Behavior
isd_og_mou_change_7_to_8,6.889408739441776,93.11059126055822,Voice / Call Behavior
isd_og_mou_pct_change_7_to_8,95.73385239022126,4.266147609778741,Voice / Call Behavior
roam_og_mou_avg_6_8,1.1071626279040698,98.89283737209593,Voice / Call Behavior
roam_og_mou_min_6_8,1.1071626279040698,98.89283737209593,Voice / Call Behavior
roam_og_mou_max_6_8,1.1071626279040698,98.89283737209593,Voice / Call Behavior
roam_og_mou_std_6_8,1.1071626279040698,98.89283737209593,Voice / Call Behavior
roam_og_mou_change_6_to_8,8.084072929873749,91.91592707012626,Voice / Call Behavior
roam_og_mou_pct_change_6_to_8,81.59074269183378,18.409257308166218,Voice / Call Behavior
roam_og_mou_change_7_to_8,6.889408739441776,93.11059126055822,Voice / Call Behavior
roam_og_mou_pct_change_7_to_8,86.00153574170967,13.998464258290326,Voice / Call Behavior
loc_ic_mou_avg_6_8,1.1071626279040698,98.89283737209593,Voice / Call Behavior
loc_ic_mou_min_6_8,1.1071626279040698,98.89283737209593,Voice / Call Behavior
loc_ic_mou_max_6_8,1.1071626279040698,98.89283737209593,Voice / Call Behavior
loc_ic_mou_std_6_8,1.1071626279040698,98.89283737209593,Voice / Call Behavior
loc_ic_mou_change_6_to_8,8.084072929873749,91.91592707012626,Voice / Call Behavior
loc_ic_mou_pct_change_6_to_8,12.859158199253558,87.14084180074644,Voice / Call Behavior
loc_ic_mou_change_7_to_8,6.889408739441776,93.11059126055822,Voice / Call Behavior
loc_ic_mou_pct_change_7_to_8,10.946624046857979,89.05337595314202,Voice / Call Behavior
std_ic_mou_avg_6_8,1.1071626279040698,98.89283737209593,Voice / Call Behavior
std_ic_mou_min_6_8,1.1071626279040698,98.89283737209593,Voice / Call Behavior
std_ic_mou_max_6_8,1.1071626279040698,98.89283737209593,Voice / Call Behavior
std_ic_mou_std_6_8,1.1071626279040698,98.89283737209593,Voice / Call Behavior
std_ic_mou_change_6_to_8,8.084072929873749,91.91592707012626,Voice / Call Behavior
std_ic_mou_pct_change_6_to_8,31.234486330113036,68.76551366988696,Voice / Call Behavior
std_ic_mou_change_7_to_8,6.889408739441776,93.11059126055822,Voice / Call Behavior
std_ic_mou_pct_change_7_to_8,29.920177146020464,70.07982285397954,Voice / Call Behavior
isd_ic_mou_avg_6_8,1.1071626279040698,98.89283737209593,Voice / Call Behavior
isd_ic_mou_min_6_8,1.1071626279040698,98.89283737209593,Voice / Call Behavior
isd_ic_mou_max_6_8,1.1071626279040698,98.89283737209593,Voice / Call Behavior
isd_ic_mou_std_6_8,1.1071626279040698,98.89283737209593,Voice / Call Behavior
isd_ic_mou_change_6_to_8,8.084072929873749,91.91592707012626,Voice / Call Behavior
isd_ic_mou_pct_change_6_to_8,85.1979499633922,14.802050036607795,Voice / Call Behavior
isd_ic_mou_change_7_to_8,6.889408739441776,93.11059126055822,Voice / Call Behavior
isd_ic_mou_pct_change_7_to_8,84.23364702941124,15.766352970588756,Voice / Call Behavior
roam_ic_mou_avg_6_8,1.1071626279040698,98.89283737209593,Voice / Call Behavior
roam_ic_mou_min_6_8,1.1071626279040698,98.89283737209593,Voice / Call Behavior
roam_ic_mou_max_6_8,1.1071626279040698,98.89283737209593,Voice / Call Behavior
roam_ic_mou_std_6_8,1.1071626279040698,98.89283737209593,Voice / Call Behavior
roam_ic_mou_change_6_to_8,8.084072929873749,91.91592707012626,Voice / Call Behavior
roam_ic_mou_pct_change_6_to_8,81.61217164592225,18.387828354077755,Voice / Call Behavior
roam_ic_mou_change_7_to_8,6.889408739441776,93.11059126055822,Voice / Call Behavior
roam_ic_mou_pct_change_7_to_8,85.94617761031446,14.053822389685536,Voice / Call Behavior
vol_2g_mb_avg_6_8,0.0,100.0,Data Engagement
vol_2g_mb_min_6_8,0.0,100.0,Data Engagement
vol_2g_mb_max_6_8,0.0,100.0,Data Engagement
vol_2g_mb_std_6_8,0.0,100.0,Data Engagement
vol_2g_mb_change_6_to_8,0.0,100.0,Data Engagement
vol_2g_mb_pct_change_6_to_8,77.8103180413936,22.1896819586064,Data Engagement
vol_3g_mb_avg_6_8,0.0,100.0,Data Engagement
vol_3g_mb_min_6_8,0.0,100.0,Data Engagement
vol_3g_mb_max_6_8,0.0,100.0,Data Engagement
vol_3g_mb_std_6_8,0.0,100.0,Data Engagement
vol_3g_mb_change_6_to_8,0.0,100.0,Data Engagement
vol_3g_mb_pct_change_6_to_8,85.44259718923553,14.557402810764472,Data Engagement
total_rech_data_avg_6_8,62.70111966285113,37.29888033714887,Recharge Activity
total_rech_data_min_6_8,62.70111966285113,37.29888033714887,Recharge Activity
total_rech_data_max_6_8,62.70111966285113,37.29888033714887,Recharge Activity
total_rech_data_std_6_8,62.70111966285113,37.29888033714887,Recharge Activity
total_rech_data_change_6_to_8,82.62647547277629,17.373524527223708,Recharge Activity
total_rech_data_pct_change_6_to_8,82.62647547277629,17.373524527223708,Recharge Activity
max_rech_data_avg_6_8,62.70111966285113,37.29888033714887,Recharge Activity
max_rech_data_min_6_8,62.70111966285113,37.29888033714887,Recharge Activity
max_rech_data_max_6_8,62.70111966285113,37.29888033714887,Recharge Activity
max_rech_data_std_6_8,62.70111966285113,37.29888033714887,Recharge Activity
max_rech_data_change_6_to_8,82.62647547277629,17.373524527223708,Recharge Activity
max_rech_data_pct_change_6_to_8,82.62647547277629,17.373524527223708,Recharge Activity
av_rech_amt_data_avg_6_8,62.70111966285113,37.29888033714887,Recharge Activity
av_rech_amt_data_min_6_8,62.70111966285113,37.29888033714887,Recharge Activity
av_rech_amt_data_max_6_8,62.70111966285113,37.29888033714887,Recharge Activity
av_rech_amt_data_std_6_8,62.70111966285113,37.29888033714887,Recharge Activity
av_rech_amt_data_change_6_to_8,82.62647547277629,17.373524527223708,Recharge Activity
av_rech_amt_data_pct_change_6_to_8,82.62647547277629,17.373524527223708,Recharge Activity
total_data_volume_6,0.0,100.0,Data Engagement
total_data_volume_7,0.0,100.0,Data Engagement
total_data_volume_8,0.0,100.0,Data Engagement
total_voice_mou_6,0.0,100.0,Voice / Call Behavior
total_voice_mou_7,0.0,100.0,Voice / Call Behavior
total_voice_mou_8,0.0,100.0,Voice / Call Behavior
total_activity_6,0.0,100.0,Activity Signal
total_activity_7,0.0,100.0,Activity Signal
total_activity_8,0.0,100.0,Activity Signal
total_activity_change_6_to_8,0.0,100.0,Temporal Change
total_activity_pct_change_6_to_8,6.842979338916766,93.15702066108324,Temporal Change
total_activity_change_7_to_8,0.0,100.0,Temporal Change
total_activity_pct_change_7_to_8,6.462615403846497,93.5373845961535,Temporal Change
voice_inactive_6,0.0,100.0,Voice / Call Behavior
data_inactive_6,0.0,100.0,Data Engagement
voice_inactive_7,0.0,100.0,Voice / Call Behavior
data_inactive_7,0.0,100.0,Data Engagement
voice_inactive_8,0.0,100.0,Voice / Call Behavior
data_inactive_8,0.0,100.0,Data Engagement
overall_inactive_8,0.0,100.0,Activity Signal
arpu_recent_vs_baseline,0.0,100.0,Customer Value
arpu_recent_vs_baseline_pct,0.0,100.0,Customer Value
recharge_amount_recent_vs_baseline,0.0,100.0,Recharge Activity
recharge_amount_recent_vs_baseline_pct,0.7821568242290041,99.217843175771,Recharge Activity
recharge_count_recent_vs_baseline,0.0,100.0,Recharge Activity
recharge_count_recent_vs_baseline_pct,0.10000178574617405,99.89999821425383,Recharge Activity
recharge_value_per_transaction_8,3.5482776478151394,96.45172235218486,Customer Value
arpu_to_recharge_ratio_8,13.643100769656602,86.3568992303434,Customer Value
no_recharge_amt_6,0.0,100.0,Recharge Activity
no_recharge_count_6,0.0,100.0,Recharge Activity
no_recharge_amt_7,0.0,100.0,Recharge Activity
no_recharge_count_7,0.0,100.0,Recharge Activity
no_recharge_amt_8,0.0,100.0,Recharge Activity
no_recharge_count_8,0.0,100.0,Recharge Activity
behavioral_decline_count,0.0,100.0,Behavioral Trend
arpu_trend_score,0.0,100.0,Customer Value
recharge_amount_trend_score,0.0,100.0,Recharge Activity
recharge_count_trend_score,0.0,100.0,Recharge Activity
